               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   9,             0.03949,            0.080887,           0.0082095,             0.65738,              0.5179,             0.53661,             0.25695,             0.06428,             0.09262,            0.019304,           0.0020742,           0.0020742,           0.0020742
                   0,             0.11609,             0.10404,            0.018957,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010956,           0.0010956,             0.08715
                   1,             0.10491,            0.077424,            0.012989,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020643,           0.0020643,            0.076516
                   2,            0.087856,            0.072059,           0.0096926,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027967,           0.0027967,            0.065645
                   3,            0.071602,              0.0733,           0.0087467,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032927,           0.0032927,            0.054538
                   4,            0.052346,            0.074452,           0.0078228,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035523,           0.0035523,            0.043195
                   5,            0.045683,              0.0774,           0.0073378,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035756,           0.0035756,            0.031616
                   6,            0.038944,            0.076302,            0.006494,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033626,           0.0033626,              0.0198
                   7,            0.035505,            0.076323,           0.0066727,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029132,           0.0029132,           0.0077477
                   8,            0.032454,            0.075817,           0.0059916,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020818,           0.0020818,           0.0020818
                   9,            0.030742,              0.0746,           0.0064838,             0.69974,             0.51669,             0.54335,             0.28541,            0.070864,            0.081403,            0.015416,           0.0020818,           0.0020818,           0.0020818
                   0,             0.10587,            0.096553,             0.02103,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010406,           0.0010406,             0.10316
                   1,            0.097746,            0.072252,            0.014106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019607,           0.0019607,            0.090311
                   2,             0.08645,            0.065117,            0.011003,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026564,           0.0026564,            0.077237
                   3,             0.07421,             0.06872,           0.0099088,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031277,           0.0031277,             0.06394
                   4,            0.062284,            0.070009,           0.0096159,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033746,           0.0033746,            0.050418
                   5,            0.050837,            0.074968,           0.0085291,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003397,            0.003397,            0.036672
                   6,            0.043928,            0.073861,           0.0078167,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003195,            0.003195,            0.022701
                   7,            0.038527,            0.076755,           0.0074559,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027686,           0.0027686,           0.0085056
                   8,             0.03562,            0.076313,           0.0071653,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019792,           0.0019792,           0.0019792
                   9,            0.032862,            0.076937,            0.007276,             0.70456,             0.48983,             0.53773,             0.28822,            0.063229,            0.079933,            0.017419,           0.0019792,           0.0019792,           0.0019792
                   0,            0.074221,             0.08496,            0.031599,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0009394,           0.0009394,            0.098599
                   1,            0.065427,            0.095644,             0.02969,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017697,           0.0017697,            0.086262
                   2,            0.053409,             0.10148,            0.026758,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023972,           0.0023972,            0.073722
                   3,            0.043452,            0.099883,            0.022926,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028217,           0.0028217,            0.060979
                   4,            0.038414,            0.085308,             0.01884,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030433,           0.0030433,            0.048033
                   5,            0.044406,            0.075069,            0.015902,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003062,            0.003062,            0.034884
                   6,            0.042295,            0.070917,            0.013898,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028778,           0.0028778,            0.021532
                   7,             0.04049,            0.069454,            0.012066,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024907,           0.0024907,           0.0079772
                   8,            0.035127,            0.066668,             0.01054,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017763,           0.0017763,           0.0017763
                   9,            0.034016,            0.066055,           0.0099533,             0.65496,             0.48498,              0.5125,             0.24139,            0.052825,            0.056971,            0.019886,           0.0017763,           0.0017763,           0.0017763
                   0,             0.11832,            0.090265,              0.0178,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00121,             0.00121,            0.090486
                   1,             0.10913,            0.065395,            0.012575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022795,           0.0022795,            0.079518
                   2,            0.096612,            0.058886,           0.0091274,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030877,           0.0030877,            0.068289
