               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11566,            0.099498,           0.0081318,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012331,           0.0012331,            0.088506
                   1,            0.099442,            0.072137,           0.0057918,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002323,            0.002323,            0.077829
                   2,            0.079506,            0.069721,           0.0045389,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031466,           0.0031466,            0.066886
                   3,            0.065647,            0.073516,           0.0042818,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037039,           0.0037039,            0.055676
                   4,            0.048619,            0.076138,           0.0039001,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039948,           0.0039948,            0.044199
                   5,            0.042683,            0.079405,           0.0034233,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040193,           0.0040193,            0.032457
                   6,            0.037667,              0.0748,           0.0031992,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037775,           0.0037775,            0.020448
                   7,             0.03533,            0.081423,           0.0030575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032694,           0.0032694,           0.0081724
                   8,            0.031446,            0.077296,           0.0029184,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023317,           0.0023317,           0.0023317
                   9,            0.029311,            0.074715,           0.0030155,             0.70578,             0.53587,              0.5557,             0.30703,            0.063989,            0.078914,           0.0055907,           0.0023317,           0.0023317,           0.0023317
                   0,             0.11906,            0.084313,           0.0096321,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012881,           0.0012881,            0.090244
                   1,             0.10312,            0.064969,           0.0065039,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024267,           0.0024267,            0.079388
                   2,             0.08218,            0.066983,           0.0058203,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003287,            0.003287,            0.068254
                   3,            0.059589,            0.073407,            0.005795,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038691,           0.0038691,            0.056843
                   4,            0.041516,            0.077698,            0.004538,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004173,            0.004173,            0.045152
                   5,            0.040672,            0.074026,           0.0037868,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041986,           0.0041986,            0.033184
                   6,             0.03696,            0.071783,           0.0035067,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003946,            0.003946,            0.020938
                   7,            0.033197,            0.070283,           0.0034325,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034152,           0.0034152,           0.0084127
                   8,            0.030753,             0.06973,           0.0032179,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024357,           0.0024357,           0.0024357
                   9,            0.029255,            0.068202,           0.0032706,             0.68816,             0.52116,             0.54866,             0.29332,            0.064958,             0.07169,           0.0067758,           0.0024357,           0.0024357,           0.0024357
                   0,             0.11308,            0.086571,           0.0086377,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012331,           0.0012331,            0.089361
                   1,            0.097088,            0.065267,           0.0061325,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023231,           0.0023231,            0.078568
                   2,            0.075654,            0.066152,           0.0054676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031467,           0.0031467,             0.06751
                   3,            0.055993,            0.070199,           0.0050497,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003704,            0.003704,            0.056185
                   4,            0.039767,            0.070606,           0.0043397,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003995,            0.003995,            0.044593
                   5,             0.03599,            0.071167,           0.0037036,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040196,           0.0040196,            0.032735
                   6,            0.034486,            0.069504,           0.0033499,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037779,           0.0037779,            0.020611
                   7,            0.031893,            0.066718,           0.0033709,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032699,           0.0032699,           0.0082209
                   8,            0.028573,            0.067301,           0.0033005,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023323,           0.0023323,           0.0023323
                   9,            0.027617,            0.066507,           0.0031845,             0.66488,              0.5192,             0.55466,              0.3032,             0.06165,            0.073483,           0.0066718,           0.0023323,           0.0023323,           0.0023323
                   0,             0.14045,            0.062131,            0.010741,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0009372,           0.0009372,              0.0959
                   1,             0.12028,            0.042059,           0.0080381,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017657,           0.0017657,            0.083925
                   2,            0.094625,            0.045523,           0.0069985,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023918,           0.0023918,            0.071747
                   3,            0.068702,            0.052629,           0.0076173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028156,           0.0028156,            0.059367
                   4,            0.044438,            0.051941,           0.0065837,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003037,            0.003037,            0.046784
                   5,            0.038613,            0.052213,           0.0055971,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030561,           0.0030561,            0.033999
                   6,            0.035472,            0.048432,           0.0050201,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028729,           0.0028729,            0.021012
                   7,            0.033635,            0.048576,           0.0047085,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024872,           0.0024872,           0.0078222
                   8,            0.030731,            0.046788,           0.0043855,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001775,            0.001775,            0.001775
                   9,             0.02924,            0.045772,           0.0045138,             0.63611,             0.55034,             0.55762,             0.30679,            0.063247,            0.056119,           0.0085967,            0.001775,            0.001775,            0.001775
                   0,              0.1077,            0.081363,            0.014649,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0009438,           0.0009438,            0.092276
                   1,             0.09593,            0.057445,           0.0096991,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001779,            0.001779,            0.080796
                   2,             0.08071,            0.055758,           0.0076875,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024113,           0.0024113,            0.069114
                   3,             0.06529,             0.06063,            0.007361,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028407,           0.0028407,            0.057229
                   4,            0.046574,            0.064189,           0.0069838,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030672,           0.0030672,            0.045141
                   5,            0.037493,            0.065572,           0.0058535,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030909,           0.0030909,            0.032851
                   6,            0.032833,            0.062061,            0.005392,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029117,           0.0029117,            0.020357
                   7,            0.029132,            0.064374,           0.0049478,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025296,           0.0025296,           0.0076606
                   8,            0.027695,             0.06329,           0.0048821,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018174,           0.0018174,           0.0018174
                   9,            0.025879,            0.062418,           0.0050451,             0.65961,             0.51114,             0.55118,             0.29897,            0.056153,            0.068066,            0.011469,           0.0018174,           0.0018174,           0.0018174
                   0,             0.11291,            0.085647,           0.0094452,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012331,           0.0012331,            0.087207
                   1,            0.098482,            0.063012,           0.0065215,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023231,           0.0023231,            0.076705
                   2,            0.078951,            0.064334,           0.0056832,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031467,           0.0031467,            0.065937
                   3,            0.059627,             0.06947,           0.0053493,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037039,           0.0037039,            0.054902
                   4,            0.042004,            0.071815,           0.0046743,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039949,           0.0039949,            0.043601
                   5,            0.036931,             0.07227,           0.0039175,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040195,           0.0040195,            0.032033
                   6,            0.034702,            0.070865,           0.0035061,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037777,           0.0037777,              0.0202
                   7,            0.031851,            0.067689,           0.0034277,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032696,           0.0032696,           0.0080996
                   8,            0.029271,            0.068328,           0.0034125,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023319,           0.0023319,           0.0023319
                   9,            0.028585,            0.067462,           0.0033047,             0.68097,             0.50988,             0.55408,             0.29745,            0.062112,            0.072388,           0.0070234,           0.0023319,           0.0023319,           0.0023319
                   0,            0.094003,             0.10804,            0.013692,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012331,           0.0012331,            0.086789
                   1,            0.068715,             0.13176,            0.012673,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023231,           0.0023231,            0.076343
                   2,            0.049567,             0.11624,             0.01138,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031467,           0.0031467,            0.065631
                   3,            0.046865,              0.1013,           0.0099486,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003704,            0.003704,            0.054653
                   4,            0.045444,            0.089803,           0.0086595,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003995,            0.003995,            0.043408
                   5,            0.052926,            0.088488,            0.008187,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040196,           0.0040196,            0.031897
                   6,            0.049686,            0.081228,           0.0078651,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037779,           0.0037779,             0.02012
                   7,            0.046792,            0.080828,           0.0074227,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032699,           0.0032699,           0.0080764
                   8,            0.038609,            0.081271,           0.0070415,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023323,           0.0023323,           0.0023323
                   9,             0.03942,            0.078926,           0.0066957,             0.69303,             0.48147,             0.51788,             0.23997,             0.06586,            0.077191,           0.0096577,           0.0023323,           0.0023323,           0.0023323
                   0,            0.089368,            0.092909,            0.014518,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011275,           0.0011275,             0.10386
                   1,            0.062712,             0.10884,             0.01321,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021241,           0.0021241,            0.091005
                   2,             0.04542,            0.098505,              0.0116,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028772,           0.0028772,            0.077907
                   3,            0.042863,             0.08679,            0.010238,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033868,           0.0033868,            0.064565
                   4,            0.043043,            0.073463,           0.0088004,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036529,           0.0036529,            0.050979
                   5,             0.05492,            0.071086,           0.0084361,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036754,           0.0036754,             0.03715
                   6,             0.04332,            0.067007,           0.0078927,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034544,           0.0034544,            0.023078
                   7,             0.03875,            0.069223,           0.0073713,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029899,           0.0029899,           0.0087614
                   8,            0.034242,            0.067135,           0.0069645,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021326,           0.0021326,           0.0021326
                   9,              0.0343,            0.066709,            0.006574,             0.69089,             0.47301,             0.51439,             0.23847,            0.063239,            0.063678,           0.0098563,           0.0021326,           0.0021326,           0.0021326
                   0,             0.11685,            0.077386,           0.0092507,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013277,           0.0013277,            0.083332
                   1,            0.099583,            0.062652,           0.0064612,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025013,           0.0025013,            0.073449
                   2,            0.076778,            0.067427,           0.0065174,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003388,            0.003388,            0.063279
                   3,            0.054253,            0.072233,           0.0063871,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003988,            0.003988,            0.052822
                   4,            0.039904,            0.071205,           0.0050506,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043013,           0.0043013,            0.042079
                   5,            0.039494,            0.072254,             0.00439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043277,           0.0043277,            0.031048
                   6,            0.038428,            0.068598,           0.0038365,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040673,           0.0040673,            0.019731
                   7,             0.03499,             0.06644,            0.003727,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035202,           0.0035202,           0.0081272
                   8,            0.030822,            0.063803,           0.0035055,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025106,           0.0025106,           0.0025106
                   9,            0.029442,            0.063932,            0.003504,             0.71913,             0.51123,             0.55731,             0.29097,            0.061154,            0.066685,           0.0066076,           0.0025106,           0.0025106,           0.0025106
                   0,             0.11374,            0.091765,            0.010217,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012716,           0.0012716,            0.091429
                   1,            0.098859,             0.06832,           0.0066823,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023957,           0.0023957,            0.080397
                   2,            0.079268,             0.06727,           0.0056876,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032452,           0.0032452,             0.06909
                   3,            0.058862,            0.075412,           0.0052702,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038202,           0.0038202,            0.057509
                   4,            0.041416,            0.075785,           0.0044145,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041206,           0.0041206,            0.045654
                   5,            0.038171,            0.076999,           0.0038763,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041464,           0.0041464,            0.033523
                   6,             0.03662,            0.075289,           0.0035736,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038977,           0.0038977,            0.021119
                   7,            0.032267,            0.074668,           0.0037423,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033745,           0.0033745,           0.0084395
                   8,            0.030406,            0.072127,           0.0033291,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024081,           0.0024081,           0.0024081
                   9,            0.028353,            0.070334,           0.0034501,             0.68481,             0.51705,             0.54534,              0.2926,            0.063281,            0.077176,           0.0072162,           0.0024081,           0.0024081,           0.0024081
                   0,               0.109,            0.089517,           0.0093656,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011418,           0.0011418,            0.092118
                   1,            0.096972,             0.06524,           0.0065834,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002151,            0.002151,             0.08086
                   2,             0.08002,            0.063195,           0.0052619,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029137,           0.0029137,            0.069357
                   3,            0.063943,            0.067871,           0.0049795,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034297,           0.0034297,            0.057606
                   4,            0.044871,             0.07155,            0.004486,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003699,            0.003699,            0.045609
                   5,            0.038362,            0.073219,           0.0037453,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037217,           0.0037217,            0.033366
                   6,            0.035032,            0.070383,            0.003668,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034979,           0.0034979,            0.020875
                   7,            0.031049,            0.071973,           0.0033721,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030273,           0.0030273,           0.0081383
                   8,            0.028507,            0.069446,           0.0031412,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002159,            0.002159,            0.002159
                   9,             0.02744,            0.068824,           0.0033098,             0.65937,             0.54255,              0.5551,             0.29831,            0.060473,            0.071901,           0.0069682,            0.002159,            0.002159,            0.002159
                   0,             0.11302,            0.082744,           0.0093296,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013299,           0.0013299,            0.088657
                   1,            0.097541,            0.061557,           0.0063658,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025054,           0.0025054,            0.078058
                   2,             0.07744,            0.061385,           0.0051683,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033937,           0.0033937,            0.067172
                   3,            0.058926,            0.068195,           0.0047169,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039947,           0.0039947,            0.055998
                   4,            0.040484,            0.069426,           0.0039959,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043084,           0.0043084,            0.044538
                   5,            0.037877,            0.069538,           0.0038132,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043349,           0.0043349,             0.03279
                   6,            0.035555,            0.068138,           0.0033655,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040741,           0.0040741,            0.020754
                   7,             0.03287,            0.066225,           0.0033676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003526,            0.003526,            0.008432
                   8,             0.02993,            0.064701,           0.0032564,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025147,           0.0025147,           0.0025147
                   9,            0.027964,            0.063715,            0.003239,             0.68231,             0.52143,             0.55202,             0.29994,            0.063006,            0.070411,           0.0068083,           0.0025147,           0.0025147,           0.0025147
                   0,             0.11252,            0.089528,           0.0088339,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012397,           0.0012397,            0.089118
                   1,            0.096327,            0.066984,           0.0060835,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023355,           0.0023355,            0.078365
                   2,            0.075676,            0.066653,           0.0053659,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031635,           0.0031635,            0.067345
                   3,             0.05791,            0.068572,           0.0048997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037238,           0.0037238,            0.056056
                   4,            0.041626,            0.069587,           0.0041636,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040163,           0.0040163,              0.0445
                   5,            0.037332,            0.070185,           0.0036188,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004041,            0.004041,            0.032676
                   6,            0.034459,            0.068816,           0.0032534,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003798,            0.003798,            0.020584
                   7,            0.031191,            0.065976,           0.0032635,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032872,           0.0032872,           0.0082242
                   8,             0.02908,            0.067011,           0.0032337,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023445,           0.0023445,           0.0023445
                   9,            0.027859,             0.06647,           0.0031438,             0.69932,             0.50612,             0.55821,             0.29869,            0.063152,            0.072109,           0.0065692,           0.0023445,           0.0023445,           0.0023445
                   0,             0.11486,            0.084009,           0.0096666,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012122,           0.0012122,            0.090924
                   1,             0.10033,            0.064518,           0.0065888,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022837,           0.0022837,              0.0799
                   2,             0.08061,            0.064898,           0.0056781,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030934,           0.0030934,            0.068613
                   3,             0.06078,            0.067645,           0.0055026,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036413,           0.0036413,            0.057065
                   4,            0.042163,            0.073851,           0.0045324,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039273,           0.0039273,            0.045255
                   5,            0.039385,            0.073398,            0.003978,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039516,           0.0039516,            0.033184
                   6,            0.036938,            0.071272,           0.0034334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003714,            0.003714,             0.02085
                   7,            0.032386,            0.068935,           0.0034275,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032146,           0.0032146,           0.0082546
                   8,            0.030397,            0.067408,           0.0033788,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002293,            0.002293,            0.002293
                   9,            0.028399,            0.067082,             0.00338,             0.70957,             0.50113,             0.55186,              0.2964,            0.061051,            0.072029,           0.0068422,            0.002293,            0.002293,            0.002293
                   0,            0.092231,             0.10599,            0.013453,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012793,           0.0012793,            0.082465
                   1,            0.068547,             0.12301,             0.01293,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024101,           0.0024101,             0.07265
                   2,            0.049882,             0.12607,            0.011984,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032647,           0.0032647,            0.062558
                   3,            0.042493,              0.1023,             0.01077,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003843,            0.003843,             0.05219
                   4,            0.042823,            0.086688,           0.0096647,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004145,            0.004145,            0.041545
                   5,            0.049594,            0.082297,            0.008932,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041707,           0.0041707,            0.030624
                   6,            0.043293,            0.079126,           0.0082769,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039201,           0.0039201,            0.019428
                   7,            0.040041,            0.076171,           0.0080583,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033933,           0.0033933,           0.0079543
                   8,            0.036449,            0.076144,           0.0074115,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024207,           0.0024207,           0.0024207
                   9,            0.034048,            0.074188,           0.0071819,             0.72181,             0.45039,             0.49791,             0.24847,            0.065013,             0.06686,            0.009899,           0.0024207,           0.0024207,           0.0024207
                   0,             0.11365,            0.086005,           0.0089771,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012331,           0.0012331,            0.089023
                   1,            0.096828,            0.066499,           0.0061946,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023231,           0.0023231,            0.078276
                   2,            0.075333,            0.067604,           0.0055061,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031467,           0.0031467,            0.067263
                   3,             0.05669,             0.07169,           0.0053597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003704,            0.003704,            0.055983
