               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   2,            0.082075,            0.083365,           0.0081161,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037473,           0.0037473,            0.050469
                   3,            0.062998,            0.091401,           0.0074049,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004411,            0.004411,            0.042507
                   4,            0.045972,            0.091504,           0.0066188,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047574,           0.0047574,            0.034228
                   5,            0.042828,             0.10996,           0.0062366,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047866,           0.0047866,            0.025632
                   6,            0.038042,             0.10145,           0.0059534,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044987,           0.0044987,            0.016718
                   7,            0.034599,             0.10216,           0.0056697,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038935,           0.0038935,           0.0074875
                   8,            0.031176,            0.097463,           0.0052027,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027768,           0.0027768,           0.0027768
                   9,            0.029943,            0.095453,           0.0053334,             0.63167,             0.53434,             0.53729,              0.2867,            0.066349,             0.10251,             0.01234,           0.0027768,           0.0027768,           0.0027768
                   0,             0.11347,             0.11869,             0.01654,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014685,           0.0014685,            0.065237
                   1,             0.10176,            0.087519,            0.010954,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027665,           0.0027665,            0.057937
                   2,            0.082097,            0.084289,           0.0081344,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037473,           0.0037473,             0.05032
                   3,            0.062946,            0.092381,           0.0073759,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004411,            0.004411,            0.042385
                   4,            0.046042,            0.092323,           0.0066192,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047574,           0.0047574,            0.034134
                   5,            0.042982,             0.11221,           0.0062835,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047866,           0.0047866,            0.025565
                   6,            0.038118,             0.10304,            0.005995,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044987,           0.0044987,            0.016679
                   7,            0.034781,             0.10366,           0.0057229,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038935,           0.0038935,            0.007476
                   8,            0.031209,            0.098523,           0.0051917,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027768,           0.0027768,           0.0027768
                   9,            0.029808,            0.096686,           0.0053409,             0.66574,             0.50905,             0.53842,             0.28331,            0.067234,             0.10372,            0.012232,           0.0027768,           0.0027768,           0.0027768
                   0,             0.11083,             0.11215,            0.016907,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001144,            0.001144,            0.082552
                   1,            0.099495,            0.084755,            0.011318,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021552,           0.0021552,            0.072587
                   2,             0.08322,            0.077593,            0.008319,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029193,           0.0029193,            0.062375
                   3,            0.067192,              0.0823,           0.0077834,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034363,           0.0034363,            0.051915
                   4,            0.048368,            0.082958,           0.0069552,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037061,           0.0037061,            0.041209
                   5,            0.042472,            0.089008,           0.0061519,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037289,           0.0037289,            0.030255
                   6,            0.037385,            0.085695,            0.006023,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035046,           0.0035046,            0.019054
                   7,            0.033669,            0.086304,            0.005597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030332,           0.0030332,           0.0076067
                   8,            0.031136,             0.08432,           0.0052246,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021632,           0.0021632,           0.0021632
                   9,            0.029254,            0.082749,           0.0053429,             0.67011,             0.52768,              0.5509,             0.29195,            0.067754,            0.093362,            0.013134,           0.0021632,           0.0021632,           0.0021632
                   0,             0.10845,            0.095877,             0.01789,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0011,              0.0011,             0.09034
                   1,            0.097704,            0.072707,            0.011709,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020723,           0.0020723,             0.07928
                   2,            0.084326,            0.065187,           0.0086066,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002807,            0.002807,            0.067983
                   3,            0.071552,            0.067417,           0.0081297,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033041,           0.0033041,            0.056447
                   4,             0.05415,            0.068668,           0.0075109,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035636,           0.0035636,            0.044674
                   5,            0.044504,            0.072203,           0.0064041,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035855,           0.0035855,            0.032664
                   6,            0.038903,            0.070115,           0.0060447,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033698,           0.0033698,            0.020416
                   7,            0.036491,            0.073893,           0.0059404,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029166,           0.0029166,           0.0079301
                   8,            0.032651,             0.07212,           0.0054762,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020801,           0.0020801,           0.0020801
                   9,            0.030154,            0.070267,           0.0057066,             0.67023,             0.53453,             0.54785,             0.28936,            0.067738,            0.075134,            0.014584,           0.0020801,           0.0020801,           0.0020801
                   0,             0.10944,             0.09423,            0.017626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010714,           0.0010714,            0.088781
                   1,            0.098567,            0.071444,            0.011867,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020184,           0.0020184,            0.077902
                   2,            0.084181,            0.065446,           0.0087507,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002734,            0.002734,            0.066792
                   3,             0.07018,            0.068466,           0.0081436,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032182,           0.0032182,             0.05545
                   4,            0.051433,            0.070012,           0.0075321,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034709,           0.0034709,            0.043876
                   5,            0.042697,            0.072998,           0.0064871,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034923,           0.0034923,            0.032072
                   6,            0.037568,            0.070862,            0.006107,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032822,           0.0032822,            0.020036
                   7,            0.035092,            0.073842,           0.0059702,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028407,           0.0028407,           0.0077682
                   8,            0.031902,            0.071923,            0.005484,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020259,           0.0020259,           0.0020259
                   9,            0.029822,            0.070795,           0.0056358,             0.68403,             0.52918,             0.54488,              0.2905,            0.066905,            0.075833,            0.014392,           0.0020259,           0.0020259,           0.0020259
                   0,            0.093592,             0.10454,            0.022636,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0015873,           0.0015873,             0.06362
                   1,            0.069484,             0.12895,            0.020035,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029903,           0.0029903,            0.056659
                   2,            0.050635,             0.11853,            0.016508,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040505,           0.0040505,            0.049356
                   3,            0.045044,             0.10395,            0.013068,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047678,           0.0047678,            0.041709
                   4,            0.043014,            0.096947,            0.010206,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051423,           0.0051423,            0.033719
                   5,            0.049864,            0.092136,           0.0092173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051739,           0.0051739,            0.025387
                   6,            0.043274,            0.090726,           0.0080719,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048626,           0.0048626,            0.016712
                   7,              0.0416,            0.091973,            0.007342,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042085,           0.0042085,           0.0076935
                   8,            0.034049,            0.085384,           0.0067284,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030014,           0.0030014,           0.0030014
                   9,            0.032372,            0.085711,           0.0065272,             0.60357,             0.49509,             0.51263,             0.23329,            0.063232,            0.084543,            0.015811,           0.0030014,           0.0030014,           0.0030014
                   0,             0.11197,             0.11627,            0.016457,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014784,           0.0014784,            0.066644
                   1,            0.099421,            0.086853,            0.010668,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027852,           0.0027852,            0.059165
                   2,            0.080045,            0.084465,           0.0082312,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037726,           0.0037726,            0.051366
                   3,            0.060555,            0.087791,           0.0070226,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044407,           0.0044407,            0.043247
                   4,            0.044491,            0.091789,           0.0067315,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047895,           0.0047895,             0.03481
                   5,            0.041927,             0.11214,           0.0063514,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004819,            0.004819,            0.026053
                   6,            0.036289,             0.10401,           0.0059577,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045291,           0.0045291,            0.016976
                   7,            0.033366,             0.10046,           0.0055597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039199,           0.0039199,           0.0075809
                   8,            0.030943,            0.097711,           0.0054774,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027956,           0.0027956,           0.0027956
                   9,            0.029946,            0.095179,           0.0055371,             0.65573,             0.49794,             0.52494,             0.27647,             0.06649,             0.10412,            0.012283,           0.0027956,           0.0027956,           0.0027956
                   0,            0.099868,             0.12798,            0.016084,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013739,           0.0013739,            0.065347
                   1,            0.093049,            0.097662,            0.011649,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025886,           0.0025886,            0.057936
                   2,            0.081482,            0.084664,           0.0087853,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035067,           0.0035067,            0.050229
                   3,             0.06798,            0.085596,           0.0077779,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041284,           0.0041284,            0.042225
                   4,            0.052479,            0.087352,           0.0070132,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044536,           0.0044536,            0.033924
                   5,            0.044007,             0.10328,           0.0063444,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044823,           0.0044823,            0.025327
                   6,            0.037577,            0.096878,           0.0059466,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042145,           0.0042145,            0.016434
                   7,            0.033071,            0.094522,           0.0055542,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036502,           0.0036502,           0.0072442
                   8,            0.029072,            0.091303,           0.0051048,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026069,           0.0026069,           0.0026069
                   9,            0.026928,            0.090015,           0.0051985,             0.69891,             0.51038,             0.55989,             0.29633,            0.058291,             0.10167,             0.01216,           0.0026069,           0.0026069,           0.0026069
                   0,             0.10929,            0.088813,            0.017791,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010747,           0.0010747,            0.089327
                   1,            0.099358,            0.067692,            0.011464,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020247,           0.0020247,            0.078378
                   2,            0.085305,            0.062721,           0.0088292,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027425,           0.0027425,            0.067197
                   3,            0.070397,             0.06406,           0.0079083,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032282,           0.0032282,            0.055783
                   4,            0.051712,            0.069197,           0.0075528,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034818,           0.0034818,            0.044137
                   5,             0.04231,             0.07156,           0.0066995,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035033,           0.0035033,             0.03226
                   6,            0.036889,            0.070527,           0.0060159,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032927,           0.0032927,             0.02015
                   7,             0.03378,            0.069912,           0.0059479,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00285,             0.00285,            0.007808
                   8,            0.031287,            0.071073,           0.0055682,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020329,           0.0020329,           0.0020329
                   9,            0.029537,             0.06941,           0.0059063,             0.66724,             0.51222,             0.53546,             0.29397,            0.066268,            0.074961,            0.014385,           0.0020329,           0.0020329,           0.0020329
                   0,             0.10512,             0.11349,            0.016457,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012034,           0.0012034,            0.082612
                   1,            0.092048,            0.086005,            0.010566,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022671,           0.0022671,            0.072699
                   2,            0.073701,             0.08219,           0.0080608,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030709,           0.0030709,            0.062526
                   3,             0.05531,             0.08826,           0.0073045,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036147,           0.0036147,            0.052094
                   4,            0.040875,            0.086158,           0.0065648,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038986,           0.0038986,            0.041401
                   5,            0.035831,            0.091711,            0.006051,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039225,           0.0039225,            0.030449
                   6,            0.034454,            0.090173,           0.0057357,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036866,           0.0036866,            0.019236
                   7,            0.030674,            0.092194,           0.0055297,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031907,           0.0031907,           0.0077642
                   8,            0.027746,            0.086409,           0.0051696,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022755,           0.0022755,           0.0022755
                   9,            0.026768,            0.084974,             0.00532,             0.65757,             0.54778,             0.55786,             0.30101,             0.06185,            0.099872,            0.012537,           0.0022755,           0.0022755,           0.0022755
                   0,             0.11786,              0.1115,            0.018521,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010219,           0.0010219,            0.075666
                   1,             0.10873,            0.083759,            0.013075,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019252,           0.0019252,            0.066505
                   2,            0.095286,            0.074227,           0.0096499,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026077,           0.0026077,            0.057123
                   3,            0.080574,            0.074877,           0.0085852,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030695,           0.0030695,            0.047521
                   4,            0.065875,             0.07687,           0.0077587,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033106,           0.0033106,            0.037697
                   5,            0.054274,            0.082678,           0.0070863,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033309,           0.0033309,            0.027653
                   6,            0.045357,            0.082701,           0.0062447,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031305,           0.0031305,            0.017388
                   7,            0.040434,            0.084091,           0.0062909,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027094,           0.0027094,           0.0069029
                   8,            0.036227,            0.085233,           0.0057136,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019323,           0.0019323,           0.0019323
                   9,            0.033661,             0.08272,           0.0060184,             0.71724,             0.49631,             0.53189,             0.28834,            0.072793,            0.085002,            0.013532,           0.0019323,           0.0019323,           0.0019323
                   0,             0.11183,             0.11507,            0.017014,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001144,            0.001144,            0.082552
                   1,              0.0998,            0.086565,            0.010995,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021552,           0.0021552,            0.072587
                   2,            0.083799,            0.077896,            0.008347,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029194,           0.0029194,            0.062375
                   3,            0.069373,            0.078219,           0.0075948,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034365,           0.0034365,            0.051916
                   4,            0.051017,             0.08218,           0.0069664,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037065,           0.0037065,            0.041209
                   5,            0.044001,            0.087831,           0.0060957,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037295,           0.0037295,            0.030256
                   6,            0.038709,            0.088485,           0.0056631,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035054,           0.0035054,            0.019055
                   7,            0.034305,            0.087385,           0.0054647,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030343,           0.0030343,           0.0076078
                   8,            0.031289,             0.08436,            0.005574,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021645,           0.0021645,           0.0021645
                   9,            0.030143,            0.082411,           0.0055583,             0.70398,              0.5179,             0.53893,             0.28687,            0.068019,            0.095831,            0.013062,           0.0021645,           0.0021645,           0.0021645
                   0,              0.1142,             0.10758,            0.017424,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011154,           0.0011154,            0.081714
                   1,             0.10397,            0.080184,            0.011679,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021014,           0.0021014,            0.071833
                   2,            0.088064,            0.073344,           0.0086219,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028464,           0.0028464,             0.06171
                   3,            0.072838,            0.077142,           0.0079744,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033506,           0.0033506,            0.051347
                   4,            0.053544,            0.080274,           0.0071643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036139,           0.0036139,            0.040744
                   5,            0.044571,            0.085065,           0.0062425,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036363,           0.0036363,            0.029899
                   6,             0.03862,            0.082722,           0.0058967,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034179,           0.0034179,            0.018813
                   7,             0.03487,             0.08519,           0.0057057,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029585,           0.0029585,           0.0074865
                   8,            0.031346,            0.082053,           0.0052391,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021106,           0.0021106,           0.0021106
                   9,            0.030551,             0.08108,            0.005363,             0.62041,             0.53052,             0.53835,              0.2822,            0.068181,            0.088279,            0.012921,           0.0021106,           0.0021106,           0.0021106
                   0,             0.12801,             0.13253,            0.015374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012507,           0.0012507,            0.085623
                   1,             0.10796,             0.10665,            0.010279,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023562,           0.0023562,            0.075352
                   2,            0.080924,             0.10975,           0.0092901,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031916,           0.0031916,            0.064812
                   3,             0.05848,             0.11546,           0.0080288,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037568,           0.0037568,            0.054001
                   4,             0.04597,             0.11089,            0.007184,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040518,           0.0040518,             0.04292
                   5,            0.043673,             0.11839,           0.0063918,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040767,           0.0040767,            0.031569
                   6,            0.040034,             0.11238,           0.0061085,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038315,           0.0038315,            0.019947
                   7,            0.037332,             0.11468,           0.0058053,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033161,           0.0033161,           0.0080561
                   8,            0.034694,             0.11114,           0.0054437,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002365,            0.002365,            0.002365
                   9,            0.033515,             0.10857,           0.0055175,             0.64824,             0.55509,             0.54395,             0.27943,            0.070961,             0.12622,            0.011876,            0.002365,            0.002365,            0.002365
                   0,             0.10826,             0.11246,            0.018184,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011066,           0.0011066,            0.086395
                   1,            0.097366,            0.083813,            0.011597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020849,           0.0020849,            0.075874
                   2,            0.081315,            0.078203,           0.0088448,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028244,           0.0028244,            0.065114
