   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.72356,             0.52188,             0.56153,             0.29605,            0.059852,            0.094028,            0.010824,             0.01205,                0.01,              0.9352,             0.00054,              4.4357,             0.92585,             0.09187,             0.04692,             0.38508,              0.9919,             0.92693,                1.41,                 0.2,              3.8731,                   0,             0.01357,             0.59935,             0.38306,                   0,             0.08048,             0.38665,                   0,                   0,                   0,                 0.5,             0.99583,                   0,                   0,              3.3566
             0.68142,             0.53565,             0.56229,             0.30875,            0.057518,             0.10342,            0.012232,             0.01084,                0.01,             0.95855,             0.00055,              4.4228,             0.89897,             0.09493,             0.04856,              0.4752,             0.97517,             0.98715,              1.3965,                 0.2,              3.8944,                   0,             0.01309,             0.64062,             0.43883,                   0,             0.07734,             0.39707,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1871
             0.65458,             0.54898,             0.55605,             0.30337,            0.050491,            0.084746,           0.0084223,             0.01523,             0.01066,                0.98,             0.00066,              4.0328,             0.84518,             0.08173,             0.04311,             0.48135,             0.68871,              1.0945,               1.159,                 0.2,              3.0456,                   0,             0.01385,             0.58086,             0.44156,                   0,             0.08264,             0.43893,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3016
              0.6331,             0.55057,             0.55224,             0.29633,            0.063056,             0.10958,            0.011626,             0.01325,             0.01002,             0.95063,             0.00078,               3.247,             0.57479,             0.06243,              0.0486,             0.40533,              1.0621,              1.2019,              1.3627,                 0.2,              3.7754,                   0,             0.01902,             0.57043,             0.48949,                   0,             0.09855,             0.40533,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.4153
             0.69786,             0.53253,             0.57243,             0.30643,            0.065737,            0.092112,             0.01303,             0.01277,             0.01179,             0.95653,             0.00078,              2.9702,             0.60297,             0.06741,              0.0522,             0.45051,              1.1532,             0.97573,              1.3508,                 0.2,               3.881,                   0,             0.01764,             0.53636,             0.48949,                   0,             0.09043,             0.37692,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7729
             0.67259,             0.51571,             0.54493,             0.27985,            0.067901,             0.10691,            0.011786,             0.01322,             0.01023,                0.98,              0.0008,               3.191,             0.58443,             0.07052,             0.05253,              0.4099,              1.0901,              1.1791,              1.2906,                 0.2,              3.6455,                   0,             0.01697,             0.51868,             0.42774,                   0,             0.09485,             0.34208,                   0,                   0,                   0,                 0.5,             0.94897,                   0,                   0,              2.8661
             0.63805,             0.54196,             0.54982,             0.29517,            0.063148,            0.088666,            0.012492,             0.01247,             0.01027,             0.97574,              0.0008,              2.4755,             0.58999,             0.06928,             0.04814,             0.39982,              1.1929,              1.2187,              1.0258,                 0.2,              3.7878,                   0,              0.0185,             0.65928,             0.46606,                   0,             0.08468,             0.37911,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7826
             0.68008,             0.49488,             0.54309,              0.2758,            0.072483,             0.10372,            0.014181,             0.01372,                0.01,              0.9435,              0.0008,              3.0888,              0.5124,             0.06737,             0.05404,             0.40459,              1.1415,               1.225,              1.3379,                 0.2,              3.4902,                   0,             0.01723,             0.54869,             0.42354,                   0,             0.09926,             0.37774,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.2966
               0.542,             0.55739,             0.52154,             0.25919,            0.072514,             0.11774,            0.010841,             0.01257,             0.01062,                0.98,             0.00075,              3.1543,             0.51388,             0.06603,             0.06156,             0.37432,               1.273,               1.225,              1.3379,                 0.2,              3.6119,                   0,             0.01664,             0.56852,             0.42584,                   0,             0.09105,             0.33064,                   0,                   0,                   0,                 0.5,             0.91131,                   0,                   0,              2.8452
             0.58826,             0.48549,             0.47336,             0.18705,             0.06406,              0.1102,           0.0098965,             0.01176,             0.01027,             0.96032,              0.0007,              3.6441,             0.56373,             0.08952,             0.05433,             0.27367,              1.1644,              1.4324,              1.3572,                 0.2,              2.8123,                   0,             0.01563,             0.55946,             0.42205,                   0,             0.12194,             0.41507,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.67612,             0.55675,             0.57282,             0.30868,             0.06478,             0.10827,            0.011533,             0.01347,             0.01027,              0.9746,              0.0008,              3.1691,             0.58999,              0.0657,             0.05308,             0.41674,              1.1689,              1.2051,              1.3124,                 0.2,              3.6119,                   0,             0.01632,             0.60673,             0.42354,                   0,             0.10113,             0.39586,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9741
              0.6434,             0.55016,             0.55156,             0.28028,            0.065364,             0.15533,            0.010244,             0.01192,                0.01,                0.98,             0.00076,              3.1156,             0.61283,             0.07061,             0.05433,             0.36513,                1.14,              1.4578,              1.4181,                 0.2,              3.7106,                   0,             0.01708,             0.55743,             0.44138,                   0,             0.09156,             0.36552,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9999
             0.65895,             0.52674,             0.53348,             0.28964,            0.066576,             0.11606,             0.01132,             0.01289,             0.01019,             0.97634,             0.00081,              3.0204,              0.5882,             0.06872,              0.0546,             0.40129,              1.1648,               1.227,              1.3432,                 0.2,              3.6048,                   0,             0.01708,             0.56286,             0.41898,                   0,             0.09788,             0.38112,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7753
             0.73029,             0.53638,             0.57985,             0.30678,            0.067306,             0.10916,            0.011758,             0.01309,             0.01036,              0.9746,              0.0008,              3.0124,             0.59244,             0.06928,             0.05427,             0.40459,              1.1671,              1.2075,              1.3395,                 0.2,              3.6147,                   0,             0.01708,             0.57098,             0.42354,                   0,             0.09835,             0.37677,                   0,                   0,                   0,                 0.5,             0.99921,                   0,                   0,              2.8452
             0.64479,              0.5266,             0.53367,             0.27314,            0.069706,            0.094816,            0.012775,             0.01144,             0.01158,             0.97292,             0.00073,              2.8969,              0.6895,              0.0745,             0.05485,             0.40294,              1.2026,             0.98223,              1.2655,                 0.2,              4.0265,                   0,             0.01764,             0.53636,             0.45415,                   0,             0.09048,             0.38613,                   0,                   0,                   0,                 0.5,             0.88369,                   0,                   0,              2.5915
             0.59674,             0.50086,             0.50118,             0.24158,            0.068174,            0.092024,            0.014203,             0.01277,             0.01179,             0.93407,             0.00081,              2.9702,             0.57749,             0.06741,              0.0495,             0.42002,             0.93835,              1.0911,              1.3508,                 0.2,              4.2884,                   0,             0.01567,             0.57483,             0.48949,                   0,             0.10818,             0.37617,                   0,                   0,                   0,                 0.5,             0.93592,                   0,                   0,              3.8231
             0.67593,             0.50428,             0.53167,             0.26482,            0.076841,            0.098785,            0.011933,             0.01348,             0.01171,             0.97393,             0.00091,              2.7054,              0.6311,             0.06898,             0.05911,             0.40652,              1.1607,              1.0059,              1.3627,                 0.2,               3.881,                   0,             0.01869,             0.53636,             0.42269,                   0,             0.08575,             0.39178,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7729
             0.69165,             0.50695,             0.55597,             0.28979,            0.067167,            0.093236,            0.014811,             0.01293,             0.01182,             0.96195,             0.00079,              2.9456,             0.59802,              0.0681,             0.05202,             0.45674,              1.1653,             0.98098,              1.3541,                 0.2,              3.8875,                   0,              0.0176,             0.53402,             0.49592,                   0,             0.09266,             0.37071,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7857
             0.66396,             0.51573,             0.52264,             0.24399,            0.067492,             0.13271,            0.011301,             0.01502,             0.01179,                0.98,             0.00069,              2.2108,             0.67647,             0.08039,             0.05316,             0.31693,              1.1532,              1.1593,              1.7675,                 0.2,              3.5354,                   0,             0.01764,             0.53636,             0.56757,                   0,             0.09043,              0.3205,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3243
             0.75147,             0.49452,             0.55159,             0.29001,            0.066916,            0.092074,            0.013018,             0.01333,             0.01179,             0.95497,              0.0008,              3.5189,             0.71309,             0.06741,             0.05187,             0.40854,              1.2938,             0.97573,              1.3508,                 0.2,              3.8057,                   0,             0.01764,             0.53636,              0.4954,                   0,             0.08663,             0.32359,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7729
             0.69597,             0.50696,             0.54983,              0.2807,            0.069992,            0.090958,            0.014615,             0.01266,             0.01184,             0.95676,             0.00078,              2.9702,             0.60577,             0.06744,             0.05242,             0.45051,              1.1532,             0.98005,              1.3451,                 0.2,               3.881,                   0,             0.01765,             0.53711,              0.4848,                   0,             0.08954,             0.37692,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7422
             0.65875,             0.44847,              0.4884,             0.21048,            0.085544,            0.074289,            0.018322,             0.01262,             0.01296,             0.97168,             0.00078,              2.9658,             0.55202,             0.06593,             0.06179,             0.44506,              1.1993,             0.97573,              1.2189,                 0.2,               3.884,                   0,             0.01994,             0.47112,             0.48198,                   0,             0.09092,              0.4172,                   0,                   0,                   0,                 0.5,             0.89351,                   0,                   0,              3.5775
             0.69507,             0.56219,             0.55104,             0.28214,            0.067585,             0.10412,            0.012944,             0.01325,             0.01179,             0.97801,             0.00075,               3.367,             0.57513,             0.06741,              0.0557,             0.45051,              1.0923,              1.0159,              1.4008,                 0.2,               3.826,                   0,             0.01764,             0.57457,             0.48949,                   0,             0.10681,             0.37692,                   0,                   0,                   0,                 0.5,             0.90184,                   0,                   0,              2.6821
              0.5664,             0.56018,             0.55048,             0.28722,            0.066729,             0.11262,            0.014872,             0.01277,             0.01297,                0.98,             0.00077,              3.1379,             0.59707,             0.05988,             0.05473,             0.47671,               1.161,              1.0358,              1.4782,                 0.2,               3.881,                   0,             0.01799,             0.53636,             0.53571,                   0,             0.07859,             0.39416,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.893
             0.66331,             0.53587,             0.54576,              0.2793,            0.053971,            0.057347,            0.012471,             0.01258,             0.01006,                0.98,             0.00068,               2.662,             0.62547,             0.06741,             0.04726,             0.45051,              1.1076,             0.97573,              1.1301,                 0.2,              2.5201,                   0,             0.01863,             0.48814,             0.45697,                   0,             0.09689,             0.31719,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.0549
              0.6238,             0.52484,             0.53825,             0.28145,            0.071491,            0.085037,            0.015736,             0.01277,              0.0107,             0.92135,             0.00078,              2.7803,             0.66442,             0.05582,             0.05333,             0.47332,              1.2485,             0.93068,              1.3508,                 0.2,               3.836,                   0,             0.01772,             0.45831,             0.48072,                   0,             0.08961,              0.3771,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8359
             0.67746,             0.52424,             0.54368,             0.28798,             0.06978,            0.091537,             0.01274,             0.01368,             0.01179,             0.91094,             0.00071,              3.4572,             0.61332,             0.07281,             0.05087,             0.39004,              1.2004,              1.0179,              1.2027,                 0.2,               4.543,                   0,             0.01858,             0.51308,             0.49338,                   0,              0.1196,             0.38615,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7729
             0.66356,             0.53996,             0.57522,             0.30018,            0.053585,            0.062829,            0.012104,             0.01795,             0.01124,                0.98,             0.00089,              2.3297,             0.68378,             0.07943,             0.05221,             0.49229,              1.1532,              1.0711,              1.3508,                 0.2,              2.1154,                   0,             0.01541,             0.60027,             0.48949,                   0,             0.08262,             0.39776,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.58977,             0.46619,             0.46518,             0.21563,            0.083367,            0.077066,            0.020644,             0.01245,              0.0118,             0.95653,             0.00078,              2.9702,               0.683,             0.06741,             0.06147,             0.48212,              1.4213,              0.9762,              1.2925,                 0.2,               3.881,                   0,             0.01499,             0.69686,             0.48949,                   0,             0.09815,             0.44475,                   0,                   0,                   0,                 0.5,             0.81257,                   0,                   0,              3.5914
             0.68132,             0.51371,             0.54277,             0.29048,            0.070563,            0.088153,            0.013502,             0.01277,             0.01195,             0.95567,             0.00077,              3.0069,              0.5928,             0.06782,             0.05213,             0.44407,              1.1361,             0.95862,              1.3163,                 0.2,              3.9262,                   0,             0.01757,             0.53177,             0.49761,                   0,             0.08933,             0.37335,                   0,                   0,                   0,                 0.5,             0.99243,                   0,                   0,              2.7404
             0.64975,             0.51214,             0.54084,             0.26302,            0.067323,              0.1006,            0.012429,             0.01297,             0.01196,             0.95329,             0.00078,              2.9539,             0.60297,             0.07164,              0.0529,             0.45051,              1.1577,              1.0073,              1.3484,                 0.2,              3.9307,                   0,             0.01754,             0.54247,              0.4979,                   0,             0.09043,             0.37228,                   0,                   0,                   0,                 0.5,             0.97979,                   0,                   0,              2.8352
             0.61335,             0.53988,             0.53268,             0.28001,            0.068932,             0.10668,            0.015011,             0.01277,             0.01179,             0.97681,             0.00093,              3.0205,             0.57906,             0.06412,             0.05254,             0.46625,              1.1212,               1.003,              1.3767,                 0.2,              4.3815,                   0,             0.01764,             0.49979,              0.5034,                   0,             0.09302,             0.37692,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6251
             0.65774,             0.52701,              0.5403,             0.29094,             0.07004,            0.062827,            0.011615,             0.01503,              0.0132,             0.95128,             0.00078,              2.7551,             0.65563,             0.05787,              0.0522,             0.36741,              1.2196,             0.76523,              1.2318,                 0.2,               3.512,                   0,             0.02174,             0.41442,             0.42688,                   0,             0.09142,             0.37144,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1666
             0.61941,             0.53854,             0.54207,             0.28666,            0.081283,              0.1011,             0.01594,             0.01277,             0.01178,             0.91111,             0.00073,              3.1867,             0.61301,             0.07449,              0.0606,             0.49322,              1.2134,              1.0329,              1.4921,                 0.2,              3.8279,                   0,             0.02005,             0.53636,             0.38766,                   0,             0.09508,             0.40233,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7729
             0.65943,             0.53019,             0.54078,             0.28258,            0.067839,             0.10106,            0.014944,             0.01277,             0.01043,             0.95653,             0.00074,              3.3432,             0.57154,             0.06519,              0.0522,             0.48849,              1.1532,             0.97573,              1.3956,                 0.2,              4.3039,                   0,             0.01764,             0.57108,             0.49757,                   0,             0.10524,             0.37692,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7729
             0.69805,             0.51247,             0.55868,               0.297,            0.075271,            0.095154,            0.013521,             0.01268,             0.01083,             0.95572,             0.00078,              2.8471,             0.60297,               0.074,              0.0573,             0.45051,              1.1532,             0.97573,              1.3929,                 0.2,               3.881,                   0,             0.01584,             0.53307,             0.48949,                   0,             0.09255,             0.37619,                   0,                   0,                   0,                 0.5,             0.97994,                   0,                   0,              3.0181
             0.65272,             0.53261,             0.54381,             0.26122,            0.066449,            0.077463,            0.019153,             0.01277,                0.01,                0.98,             0.00086,              3.5899,             0.64852,             0.06741,             0.05171,             0.52534,              1.1532,             0.87751,              1.2107,                 0.2,                3.92,                   0,             0.01457,             0.60241,             0.48949,                   0,             0.08184,             0.37692,                   0,                   0,                   0,                 0.5,             0.71263,                   0,                   0,              2.4932
             0.62049,             0.52118,             0.53151,             0.27292,            0.073167,            0.099667,            0.015292,             0.01284,             0.01279,             0.90332,             0.00086,               2.875,             0.60297,             0.06837,              0.0522,             0.45051,              1.1532,              1.0293,              1.3508,                 0.2,              4.1306,                   0,              0.0203,             0.54392,             0.48949,                   0,             0.07419,             0.39225,                   0,                   0,                   0,                 0.5,             0.97759,                   0,                   0,               3.352
             0.69664,             0.50854,             0.52906,              0.2725,            0.070394,            0.069629,            0.018363,             0.01076,                0.01,                0.98,             0.00077,              3.0117,             0.54045,             0.06741,              0.0522,             0.51206,              1.2455,             0.67402,              1.5231,                 0.2,               3.881,                   0,             0.02349,             0.58261,             0.42152,                   0,             0.07472,              0.4566,                   0,                   0,                   0,                 0.5,             0.97605,                   0,                   0,              2.7729
             0.70555,             0.49245,              0.5264,             0.27016,            0.067941,            0.080043,            0.015195,             0.01277,             0.01485,             0.95393,               0.001,              2.5507,             0.51648,             0.08488,              0.0522,             0.46557,             0.87419,             0.97573,              1.3508,                 0.2,               3.696,                   0,             0.01764,             0.46248,             0.52071,                   0,             0.09043,             0.38861,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.9477
             0.64386,             0.53809,             0.54573,             0.29603,            0.067048,             0.10435,            0.013606,             0.01154,                0.01,             0.96181,             0.00078,              2.9702,             0.62257,             0.06196,             0.05068,             0.43355,              1.1532,             0.97573,              1.5116,                 0.2,              4.2398,                   0,             0.01764,             0.45516,             0.46936,                   0,             0.09043,             0.37692,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3806
             0.65432,             0.52762,             0.55143,             0.28508,            0.068465,            0.090604,            0.014836,             0.01219,             0.01176,             0.95985,             0.00078,              2.9724,             0.61339,             0.06657,              0.0522,             0.45516,              1.1591,             0.97573,              1.3884,                 0.2,              3.7225,                   0,             0.01784,             0.55722,             0.48365,                   0,             0.09043,             0.36533,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9643
             0.62821,             0.53004,             0.54818,             0.27746,            0.059672,             0.10488,            0.017244,             0.01492,             0.01339,                0.98,             0.00067,              2.9702,             0.66046,             0.05744,             0.04526,             0.56692,              1.0401,              1.0866,              1.3508,                 0.2,               3.881,                   0,             0.01764,             0.53723,             0.46956,                   0,             0.10347,             0.36121,                   0,                   0,                   0,                 0.5,             0.93084,                   0,                   0,              3.2286
             0.72616,             0.49944,             0.54877,             0.29552,            0.065149,            0.084538,            0.013929,              0.0132,             0.01139,             0.96363,             0.00078,              3.1522,             0.61096,             0.06692,             0.04928,             0.44719,              1.1176,             0.96282,              1.3043,                 0.2,              3.7806,                   0,             0.01778,             0.53636,              0.4675,                   0,             0.08743,             0.38499,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0749
              0.7155,             0.51675,             0.54744,             0.28425,            0.068692,            0.088379,            0.015612,             0.01277,             0.01182,             0.96009,             0.00079,              2.8834,             0.58525,             0.06741,             0.05291,             0.43222,              1.1932,             0.98188,              1.3508,                 0.2,               3.881,                   0,             0.01736,             0.53636,             0.51394,                   0,             0.08817,             0.39045,                   0,                   0,                   0,                 0.5,             0.99969,                   0,                   0,              2.4743
             0.69931,              0.5353,             0.55339,             0.30297,            0.064226,            0.080378,            0.012847,             0.01277,             0.01055,             0.90838,             0.00079,              2.8827,             0.59424,             0.07412,             0.05014,             0.44814,              1.1842,             0.86826,              1.4503,                 0.2,              3.3551,                   0,             0.01606,             0.46577,              0.5833,                   0,             0.10828,             0.35342,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6082
             0.67993,             0.50076,              0.5328,             0.26343,            0.070455,            0.085567,            0.014769,             0.01403,             0.01293,             0.96643,             0.00077,              2.9702,             0.55578,             0.06564,             0.05188,             0.45051,              1.0849,             0.91217,              1.3249,                 0.2,               3.881,                   0,             0.01527,             0.53636,             0.47618,                   0,             0.08143,             0.33376,                   0,                   0,                   0,                 0.5,             0.97569,                   0,                   0,              3.0621
             0.69774,             0.51255,             0.53789,             0.28309,             0.05943,            0.080993,            0.010023,             0.01262,              0.0112,             0.97307,             0.00078,              2.9787,             0.53042,             0.06741,             0.04436,             0.39759,             0.81177,             0.92274,              1.2956,                 0.2,               3.744,                   0,             0.01641,             0.51326,             0.52488,                   0,             0.09043,             0.39488,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7729
             0.65505,             0.53228,             0.54162,             0.29421,            0.072915,             0.09565,            0.012691,             0.01227,                0.01,             0.95214,             0.00072,              2.7937,             0.59533,             0.05824,             0.05762,             0.43684,              1.1685,             0.97573,              1.3508,                 0.2,              3.9138,                   0,             0.01482,              0.5571,             0.43041,                   0,             0.09043,             0.44404,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.043
             0.60341,             0.57427,             0.54894,             0.28232,            0.063152,            0.096352,            0.015688,             0.01533,             0.01004,                0.98,             0.00078,              3.2778,             0.60297,             0.06741,             0.05201,             0.48585,              1.2983,             0.97573,              1.2967,                 0.2,               3.881,                   0,             0.02142,             0.60329,             0.49545,                   0,             0.09043,             0.40055,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7729
             0.67087,             0.56611,             0.57199,             0.30781,            0.061212,            0.086215,            0.012833,             0.01333,             0.01178,             0.94153,              0.0008,              2.9803,             0.67952,             0.07701,             0.05177,              0.4448,              1.3158,             0.97573,              1.3223,                 0.2,              3.3254,                   0,             0.01764,             0.53636,             0.52225,                   0,             0.09043,             0.38501,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8375
             0.67358,             0.52079,             0.55764,             0.30739,            0.066911,            0.097223,           0.0092484,             0.01309,             0.01036,              0.9746,              0.0008,              2.9471,             0.55923,             0.07115,             0.05427,             0.36697,             0.97504,              1.0947,              1.3381,                 0.2,              3.3463,                   0,             0.01708,             0.48433,              0.3416,                   0,             0.09835,             0.37677,                   0,                   0,                   0,                 0.5,             0.99921,                   0,                   0,              2.6122
             0.66409,             0.45247,             0.48088,             0.22054,            0.074874,             0.10656,            0.019079,               0.012,             0.01189,             0.93063,             0.00064,              3.2243,             0.59244,             0.06483,             0.05525,             0.43463,              1.4044,              1.3244,              1.3786,                 0.2,              3.6147,                   0,             0.01672,             0.57098,             0.41736,                   0,             0.11006,             0.39795,                   0,                   0,                   0,                 0.5,             0.96298,                   0,                   0,              3.5762
             0.66388,             0.53542,             0.55143,              0.2947,            0.051967,            0.088794,            0.011316,             0.01759,              0.0114,             0.92307,             0.00072,              4.2464,             0.42886,             0.07953,             0.04024,             0.32267,              1.6958,              1.2228,              1.0518,                 0.2,              3.6147,                   0,             0.01349,             0.53059,             0.32674,                   0,              0.1065,             0.38861,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8452
             0.72251,             0.49142,             0.54475,             0.28728,            0.036795,             0.09968,            0.013355,             0.01005,                0.01,             0.95721,             0.00056,              3.0124,             0.59244,             0.07573,              0.0265,             0.40459,              1.2172,              1.2075,              1.3016,                 0.2,              3.6147,                   0,             0.01762,             0.51188,             0.42354,                   0,             0.14704,             0.45705,                   0,                   0,                   0,                 0.5,             0.73126,                   0,                   0,              2.8452
             0.68231,             0.50538,             0.54776,             0.28252,            0.058553,             0.10319,            0.011101,             0.01291,             0.01063,             0.97615,             0.00078,              2.6738,             0.57047,             0.07033,             0.05089,             0.41685,              1.2119,              1.2235,              1.3395,                 0.2,              2.8621,                   0,             0.01764,               0.557,             0.41232,                   0,             0.09279,             0.36463,                   0,                   0,                   0,                 0.5,             0.99604,                   0,                   0,              3.0918
             0.64901,             0.51699,             0.55049,             0.28233,            0.073471,             0.12307,            0.011588,             0.01441,                0.01,             0.97755,             0.00069,              3.0124,             0.59244,             0.06928,             0.05967,             0.40459,              1.1671,              1.2167,              1.4115,                 0.2,              3.6147,                   0,             0.02052,             0.57098,              0.4769,                   0,             0.10829,             0.37677,                   0,                   0,                   0,                 0.5,             0.83527,                   0,                   0,              3.2481
             0.69883,             0.52496,             0.54323,             0.29049,            0.071506,             0.11902,            0.014616,             0.01309,                0.01,             0.94367,             0.00074,              3.0838,             0.64011,             0.08385,             0.05427,             0.46361,              1.1626,              1.1666,              1.4333,                 0.2,              3.9754,                   0,             0.01708,             0.63096,              0.4157,                   0,             0.09441,             0.37677,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9874
             0.61373,             0.54224,             0.54149,             0.29045,            0.068745,             0.10478,            0.010624,             0.01388,                0.01,             0.95511,             0.00071,               3.351,              0.6022,             0.06528,             0.05244,             0.38014,               1.154,              1.1733,              1.3395,                 0.2,              3.4404,                   0,             0.01708,              0.5535,             0.42354,                   0,             0.09754,             0.37677,                   0,                   0,                   0,                 0.5,             0.96724,                   0,                   0,              2.7958
             0.59615,              0.4876,             0.50048,             0.24199,            0.068954,             0.11216,            0.013859,             0.01144,              0.0112,                0.98,             0.00062,               2.811,             0.74436,              0.0558,             0.05761,             0.43081,              1.4061,              1.2914,              1.1026,                 0.2,              3.6147,                   0,             0.01575,              0.4472,             0.41612,                   0,             0.08699,             0.39131,                   0,                   0,                   0,                 0.5,             0.94395,                   0,                   0,              3.2222
             0.64318,             0.55358,             0.56374,             0.30015,            0.067618,             0.10963,            0.011229,             0.01367,             0.01051,             0.97199,             0.00079,              2.9671,             0.57722,             0.07013,             0.05497,             0.40459,              1.1435,              1.2441,              1.3279,                 0.2,              3.3999,                   0,             0.01699,             0.54972,             0.41259,                   0,             0.09835,             0.37677,                   0,                   0,                   0,                 0.5,             0.99921,                   0,                   0,              2.6397
             0.65625,             0.51815,             0.54977,             0.28583,            0.065755,             0.10204,            0.010297,             0.01141,             0.01036,             0.97238,             0.00087,              2.6183,             0.62615,             0.07943,             0.04989,              0.3461,              1.1671,              1.1644,              1.2597,                 0.2,              3.6147,                   0,             0.01708,             0.64223,             0.37807,                   0,             0.12092,             0.37677,                   0,                   0,                   0,                 0.5,             0.95793,                   0,                   0,              2.8452
             0.66535,             0.54949,             0.56036,             0.29795,            0.065452,             0.12857,            0.011959,             0.01484,                0.01,             0.95679,             0.00078,              2.8744,             0.74661,             0.06296,             0.05427,             0.41203,              1.3412,              1.2524,              1.4551,                 0.2,              3.6147,                   0,             0.01708,             0.51873,             0.54534,                   0,             0.10026,             0.42436,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8452
             0.59402,             0.58074,             0.55428,             0.27971,            0.067124,             0.12782,            0.010486,             0.01326,                0.01,                0.98,             0.00078,              2.8129,             0.54251,             0.06928,             0.05746,             0.36673,              1.1953,               1.367,              1.2868,                 0.2,              3.4716,                   0,              0.0166,             0.61015,             0.42354,                   0,             0.09868,             0.36876,                   0,                   0,                   0,                 0.5,              0.9832,                   0,                   0,              2.7468
             0.72301,             0.50005,             0.55453,             0.29763,            0.084364,             0.11173,             0.01129,             0.01376,               0.011,             0.90128,               0.001,              2.5829,             0.56432,              0.0715,             0.06642,             0.37854,              1.2274,              1.3363,              1.2017,                 0.2,              3.6681,                   0,              0.0157,             0.51636,             0.40225,                   0,             0.09972,             0.46385,                   0,                   0,                   0,                 0.5,             0.99921,                   0,                   0,              2.9351
             0.64977,             0.52063,             0.52946,             0.26813,            0.064766,             0.11861,            0.011145,             0.01305,             0.01036,             0.97779,              0.0008,              2.9674,             0.59244,             0.06928,             0.05302,             0.40459,              1.1749,              1.2088,              1.3322,                 0.2,              3.5525,                   0,             0.01708,             0.58405,             0.42072,                   0,             0.10156,             0.37218,                   0,                   0,                   0,                 0.5,             0.99714,                   0,                   0,              2.8452
             0.65663,             0.49839,             0.51372,             0.25909,            0.049069,              0.1446,            0.013945,             0.01309,                0.01,             0.86396,              0.0008,              3.0656,             0.53037,             0.06935,             0.03449,             0.47407,              1.1671,              1.4079,              1.6932,                 0.2,              3.6029,                   0,             0.01592,             0.57098,             0.41273,                   0,             0.10192,             0.38684,                   0,                   0,                   0,                 0.5,             0.88971,                   0,                   0,              3.2301
             0.61952,             0.43117,             0.44326,             0.19512,            0.062991,            0.090155,             0.01602,             0.00892,             0.01216,             0.95045,             0.00088,              3.0124,             0.58358,             0.07287,             0.04491,             0.40459,              1.0805,              1.2421,              1.3395,                 0.2,              3.1852,                   0,             0.01331,             0.58898,              0.3982,                   0,             0.10379,             0.36362,                   0,                   0,                   0,                 0.5,             0.99921,                   0,                   0,               3.601
