   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.64824,             0.55509,             0.54395,             0.27943,            0.070961,             0.12622,            0.011876,             0.01137,                0.01,             0.97821,             0.00053,              4.0573,             0.93457,              0.0948,             0.05851,             0.42726,              1.0454,              1.1286,              1.4693,                 0.2,                   4,                   0,             0.01093,             0.60631,             0.44532,                   0,             0.08935,             0.51563,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   3
             0.66728,             0.50637,             0.52877,             0.28418,            0.066538,            0.092093,            0.013544,             0.01006,             0.01085,               0.937,             0.00058,              4.0573,             0.87597,             0.09583,             0.04741,             0.44595,              1.1003,             0.94621,                1.39,                 0.2,              4.4573,                   0,             0.01196,             0.67397,             0.41917,                   0,             0.08282,             0.50913,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9547
             0.64451,             0.50203,              0.5292,             0.28263,            0.061562,            0.086926,            0.010494,             0.00997,                0.01,               0.937,             0.00049,              4.3424,             0.73945,             0.10302,             0.04717,             0.38933,              1.0454,                   1,              1.4112,                 0.2,              3.2674,                   0,             0.01325,             0.77435,             0.51453,                   0,              0.0795,             0.40145,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1215
             0.68577,             0.52007,             0.53901,             0.28517,            0.066869,            0.093909,            0.012467,             0.01019,                0.01,             0.92037,             0.00051,              3.2655,             0.79177,             0.06202,              0.0508,             0.33405,              1.0794,             0.92612,               1.575,                 0.2,              3.9931,                   0,             0.01589,             0.65259,             0.44532,                   0,             0.09729,             0.32844,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.65377,             0.55675,             0.55091,             0.26823,            0.065799,             0.11283,            0.018909,              0.0104,                0.01,             0.95315,             0.00055,              2.2319,                0.95,             0.06333,                0.05,             0.55344,             0.85897,                   1,              1.4706,                 0.2,              4.8802,                   0,             0.01768,             0.53586,             0.45355,                   0,             0.05805,             0.26501,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.1688
             0.67095,             0.53027,             0.55465,             0.30337,            0.066759,            0.072686,            0.011622,             0.01326,             0.01036,             0.93427,             0.00059,              4.0573,             0.80068,             0.09147,             0.05335,             0.45287,              1.0046,             0.99413,               1.159,                 0.2,              3.0576,                   0,             0.01385,             0.49831,             0.44156,                   0,             0.08935,              0.3766,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7555
             0.68754,             0.50236,             0.54581,             0.27995,            0.072538,            0.078564,            0.011252,             0.01249,                0.01,                0.98,             0.00088,                   3,             0.56452,             0.07464,             0.05494,              0.4225,             0.81908,              1.0772,             0.94705,                 0.2,               4.032,                   0,             0.01417,             0.53806,             0.54011,                   0,             0.07575,             0.37911,                   0,                   0,                   0,                 0.5,             0.86745,                   0,                   0,              2.5088
              0.6995,             0.51851,             0.54691,             0.28626,            0.041349,             0.10009,            0.012821,             0.01474,              0.0109,             0.95489,             0.00061,                4.08,             0.68988,             0.07178,              0.0305,             0.42554,              1.2033,              1.0772,              1.2734,                 0.2,               4.032,                   0,             0.01782,             0.75949,             0.46602,                   0,              0.1138,             0.31489,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8227
             0.67195,             0.53478,             0.55399,             0.29889,            0.061592,              0.1091,            0.013017,             0.01324,              0.0109,             0.95489,              0.0008,              3.0538,             0.61464,             0.06928,             0.04683,              0.4457,              1.0375,              1.1372,              1.3379,                 0.2,               4.032,                   0,              0.0183,             0.57098,             0.49319,                   0,              0.0962,             0.37911,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0853
             0.58392,              0.4917,             0.48714,             0.23212,            0.069151,             0.11723,            0.013544,             0.01223,                0.01,             0.97447,             0.00086,              3.8065,             0.68424,             0.06675,             0.04978,             0.42554,               0.734,              1.3256,              1.3419,                 0.2,              4.4595,                   0,             0.01457,             0.48363,             0.28533,                   0,             0.10916,             0.36518,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.7429
             0.60754,             0.49101,             0.49854,             0.23966,            0.057757,            0.086673,             0.01603,             0.01249,              0.0108,             0.95616,             0.00093,              2.9615,             0.68974,             0.08283,             0.04147,             0.42554,              1.0463,              1.0908,              1.1059,                 0.2,              4.4924,                   0,             0.01468,             0.40621,             0.55947,                   0,             0.08022,             0.37911,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.2144
             0.64309,             0.51055,             0.53355,             0.27903,            0.061051,             0.10867,            0.014653,             0.01263,              0.0109,             0.95784,             0.00074,              3.0069,              0.6217,             0.07203,             0.04386,               0.429,              1.0794,              1.0989,              1.3419,                 0.2,              3.9761,                   0,             0.01782,             0.56066,             0.45438,                   0,             0.09445,             0.38052,                   0,                   0,                   0,                 0.5,              0.9758,                   0,                   0,              2.8499
             0.59768,             0.50945,             0.50435,             0.24352,            0.062595,             0.11229,            0.017088,             0.01224,             0.01024,             0.95894,             0.00083,              2.7705,             0.65801,              0.0701,             0.04469,             0.42554,              1.1822,              1.2109,              1.3419,                 0.2,              4.4703,                   0,             0.01835,             0.44929,             0.46602,                   0,              0.0782,             0.32409,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3832
             0.70279,             0.51869,              0.5499,             0.29685,            0.059522,            0.077299,            0.011905,             0.01293,              0.0109,             0.94778,             0.00078,                   3,             0.67713,             0.06516,             0.04471,             0.40313,              1.0173,             0.92377,              1.1649,                 0.2,               4.032,                   0,             0.01592,             0.47032,             0.40352,                   0,             0.09846,             0.37911,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0347
             0.57487,             0.50445,             0.49433,             0.23647,            0.063367,             0.13449,            0.012735,             0.01396,             0.01135,             0.95489,             0.00085,               2.983,             0.64431,             0.06607,             0.04477,              0.4457,             0.99302,               1.174,              1.5665,                 0.2,              4.1959,                   0,              0.0183,             0.55634,             0.53326,                   0,             0.09759,             0.37911,                   0,                   0,                   0,                 0.5,             0.88482,                   0,                   0,              2.5534
             0.68209,             0.53662,             0.56481,             0.30276,             0.06382,             0.11495,            0.013262,             0.01277,             0.01105,             0.95126,             0.00078,              2.9702,             0.60297,             0.06741,              0.0486,             0.45051,              1.1179,              1.1372,              1.4041,                 0.2,              3.9727,                   0,              0.0183,             0.57043,             0.48949,                   0,             0.09043,             0.37692,                   0,                   0,                   0,                 0.5,             0.99611,                   0,                   0,              2.8733
             0.70363,             0.55238,             0.56787,             0.29398,            0.064591,             0.11419,            0.012996,             0.01324,             0.01153,             0.96136,              0.0008,              2.9197,             0.61464,             0.06928,             0.04804,              0.4457,              1.0622,              1.1372,              1.4408,                 0.2,               4.032,                   0,             0.01827,             0.60337,             0.47132,                   0,             0.10254,             0.38437,                   0,                   0,                   0,                 0.5,             0.98118,                   0,                   0,              2.8316
              0.6578,              0.5306,             0.54823,             0.27721,            0.060621,            0.096284,            0.011827,              0.0141,             0.01179,                0.98,             0.00075,              3.5896,             0.61464,             0.05469,             0.04683,              0.4457,             0.90562,              1.1372,              1.3379,                 0.2,              3.2265,                   0,              0.0227,             0.67573,             0.53514,                   0,             0.08519,             0.45958,                   0,                   0,                   0,                 0.5,             0.96541,                   0,                   0,              3.1332
              0.5621,             0.48996,              0.4781,             0.24182,            0.060991,             0.10311,            0.018486,             0.01336,              0.0109,             0.95489,             0.00073,              2.8927,             0.61464,             0.07219,             0.04504,             0.48701,              1.2117,              1.1372,              1.3379,                 0.2,               4.032,                   0,             0.01503,             0.59922,             0.55517,                   0,             0.10366,             0.39134,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.1999
               0.509,             0.46719,             0.44244,             0.20919,            0.067129,            0.095862,            0.017851,             0.01324,             0.01038,             0.96495,             0.00085,              3.0538,             0.70821,             0.07203,             0.04683,             0.46362,              1.0565,              1.0874,              1.3379,                 0.2,              4.5863,                   0,             0.01892,             0.58781,             0.46708,                   0,             0.10602,             0.32804,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.738
             0.66827,             0.54598,             0.54865,             0.28934,            0.061482,             0.13554,            0.012308,             0.01239,             0.01051,             0.96082,             0.00085,              2.7339,             0.67288,             0.07004,             0.04741,             0.44342,              1.0696,              1.2734,              1.4767,                 0.2,              3.9611,                   0,             0.01828,             0.54903,             0.49319,                   0,             0.08723,             0.36076,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8696
             0.64655,             0.49426,             0.51903,             0.23292,            0.055929,             0.10013,            0.015188,             0.01324,             0.01121,                0.98,             0.00083,              3.2531,             0.71219,             0.07232,             0.04184,             0.45027,             0.97334,              1.2405,              1.1102,                 0.2,               4.032,                   0,             0.01783,             0.59703,             0.46796,                   0,              0.0962,             0.39702,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.66038,             0.50848,             0.53692,             0.28226,            0.065541,             0.11405,            0.013967,             0.01367,             0.01073,             0.94938,              0.0008,              3.1317,             0.61506,             0.06928,             0.04836,             0.45458,              1.0623,              1.1574,              1.3376,                 0.2,              4.0571,                   0,              0.0183,             0.57098,             0.50543,                   0,              0.0962,             0.39258,                   0,                   0,                   0,                 0.5,             0.99208,                   0,                   0,              3.1252
             0.70936,             0.53374,             0.57196,             0.30481,             0.06717,             0.11059,            0.011327,             0.01309,             0.01027,              0.9746,              0.0008,              3.0308,             0.58999,             0.06928,             0.05433,             0.40459,              1.1584,               1.225,              1.3379,                 0.2,              3.6119,                   0,             0.01708,             0.57098,             0.42354,                   0,             0.09835,             0.37911,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8452
             0.65458,             0.53495,             0.54441,             0.26251,            0.084564,            0.090591,            0.023817,             0.00974,             0.01061,                0.98,             0.00063,              4.9713,             0.93207,             0.09147,             0.06595,              0.6088,              1.2735,             0.97648,              1.4482,                 0.2,                   4,                   0,             0.01546,             0.82519,             0.44184,                   0,             0.05882,             0.44274,                   0,                   0,                   0,                 0.5,             0.73869,                   0,                   0,              5.0891
             0.64231,             0.57442,             0.56887,             0.30107,            0.057575,             0.10393,            0.012395,             0.01084,                0.01,             0.95855,             0.00053,              4.4357,             0.87923,             0.09187,             0.04736,             0.46064,             0.97517,             0.97648,              1.3965,                 0.2,              3.9846,                   0,             0.01285,             0.64404,             0.43883,                   0,             0.08048,             0.38783,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3566
             0.68395,             0.51993,             0.55865,              0.2966,            0.080809,            0.086833,           0.0067794,             0.01016,                0.01,                0.98,             0.00063,              4.7244,             0.87942,             0.09221,             0.06317,             0.29008,             0.67628,             0.88297,              1.3965,                 0.2,              3.7487,                   0,             0.01285,             0.64404,             0.29011,                   0,             0.08048,             0.40111,                   0,                   0,                   0,                 0.5,             0.93294,                   0,                   0,              3.3566
             0.68003,             0.53914,              0.5536,             0.29743,            0.062357,            0.098791,            0.013174,             0.01086,                0.01,              0.9581,             0.00053,              4.4693,             0.87921,             0.09215,             0.04747,             0.46064,             0.97517,             0.97927,              1.3951,                 0.2,              4.0056,                   0,             0.01285,             0.64248,             0.43856,                   0,             0.08048,             0.38605,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3422
             0.61678,             0.51306,             0.51707,             0.24573,            0.056403,             0.10397,            0.016626,              0.0081,             0.01164,                0.98,             0.00083,              4.1804,                0.95,             0.09187,             0.04344,             0.46064,             0.97517,             0.98073,              1.7195,                 0.2,              4.3071,                   0,             0.01187,             0.70035,             0.43742,                   0,             0.09351,             0.38783,                   0,                   0,                   0,                 0.5,             0.87408,                   0,                   0,               5.538
             0.72467,             0.51356,             0.55105,             0.29087,            0.066359,             0.09504,            0.012437,             0.01066,                0.01,             0.91992,             0.00052,                4.47,             0.91988,             0.08786,             0.05027,             0.46064,             0.90213,             0.89457,              1.4844,                 0.2,              3.9846,                   0,             0.01285,             0.69528,             0.41505,                   0,             0.08048,             0.41712,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3145
             0.71107,             0.51465,             0.55425,             0.28968,             0.06013,             0.10474,            0.012664,             0.01072,                0.01,              0.9576,             0.00054,              4.4357,             0.93282,             0.08879,             0.04736,             0.46064,             0.99811,              1.0091,              1.3921,                 0.2,              4.0431,                   0,             0.01285,             0.65215,             0.42697,                   0,             0.08117,             0.38657,                   0,                   0,                   0,                 0.5,             0.96754,                   0,                   0,              3.4739
             0.66853,             0.52913,             0.54516,             0.29146,            0.062409,            0.096361,            0.013716,             0.01084,             0.01026,             0.94313,             0.00051,              4.3835,             0.87885,             0.08452,             0.04507,             0.45968,             0.97725,             0.97648,              1.3251,                 0.2,              4.4992,                   0,             0.01215,             0.63192,             0.43883,                   0,              0.0773,             0.39763,                   0,                   0,                   0,                 0.5,             0.93401,                   0,                   0,              3.3566
             0.71479,             0.50478,             0.53654,             0.28324,            0.064176,            0.099497,             0.01475,             0.00995,                0.01,             0.88724,             0.00044,              4.1844,             0.83406,             0.09656,             0.04866,              0.4078,              1.1451,              1.1854,              1.3965,                 0.2,              3.4057,                   0,             0.00925,             0.64404,             0.34701,                   0,             0.08048,             0.38783,                   0,                   0,                   0,                 0.5,             0.73543,                   0,                   0,              2.1791
              0.5913,             0.51172,             0.50445,             0.23256,            0.066386,              0.0889,            0.016548,             0.01165,             0.01053,             0.95855,             0.00056,              4.9116,             0.87923,             0.08208,             0.04736,             0.48113,             0.97517,             0.97648,              1.4694,                 0.2,              3.9846,                   0,             0.01285,             0.60886,             0.37778,                   0,             0.08902,             0.38783,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.7939
             0.61531,             0.47128,             0.47566,             0.21475,            0.062051,            0.076275,            0.017183,              0.0083,             0.01011,             0.93553,              0.0006,              4.3015,             0.87923,             0.10413,             0.04377,             0.48259,             0.97207,             0.97135,              1.3255,                 0.2,              3.7001,                   0,             0.01285,             0.66486,             0.43883,                   0,             0.07257,             0.37068,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0797
             0.67855,              0.5433,             0.55411,             0.28271,            0.051272,            0.029572,           0.0078926,             0.01203,                0.01,                0.98,             0.00043,               2.473,             0.77162,             0.09187,             0.04866,             0.47136,             0.97517,             0.68972,              1.0611,                 0.2,               2.096,                   0,             0.01142,             0.77511,             0.43883,                   0,             0.05783,             0.46924,                   0,                   0,                   0,                 0.5,             0.77916,                   0,                   0,              2.9758
             0.67211,             0.54823,             0.55117,             0.29541,            0.062395,             0.10198,            0.013515,             0.01058,                0.01,              0.9512,             0.00053,              4.3863,             0.89005,             0.09279,             0.04736,             0.48299,             0.97876,             0.98077,              1.4183,                 0.2,              3.9846,                   0,             0.01287,             0.64404,             0.42315,                   0,             0.08048,             0.39212,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3566
             0.66932,             0.47212,             0.49883,             0.22458,            0.065407,             0.11085,            0.017943,             0.00997,             0.01006,             0.95545,             0.00053,              4.1187,             0.75967,             0.10416,             0.04774,             0.46518,             0.99333,              1.2958,              1.3965,                 0.2,              3.9846,                   0,             0.01243,             0.64404,             0.46427,                   0,             0.08048,             0.33968,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.7982
             0.67888,             0.54478,             0.55439,             0.29552,            0.060967,            0.098557,            0.012704,             0.01104,                0.01,             0.95855,             0.00054,              4.4164,             0.87923,             0.09187,              0.0473,             0.46071,              0.9739,             0.98521,              1.4107,                 0.2,              3.8838,                   0,             0.01274,             0.64404,             0.44254,                   0,             0.08142,             0.38961,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3922
             0.73404,             0.51573,             0.56326,             0.29101,            0.060608,            0.099069,            0.013665,             0.01108,             0.01007,             0.95855,             0.00054,              4.3455,             0.89192,             0.08986,              0.0478,             0.46722,             0.97539,             0.97648,              1.4104,                 0.2,              3.8486,                   0,             0.01261,             0.64785,             0.44102,                   0,             0.08215,             0.38773,                   0,                   0,                   0,                 0.5,             0.98311,                   0,                   0,              3.4181
             0.68222,              0.5299,             0.55745,             0.29264,             0.05349,            0.088977,            0.011465,             0.01092,                0.01,             0.96715,              0.0006,              4.0837,             0.87923,             0.09026,             0.04552,             0.46644,              1.0138,             0.97648,              1.3788,                 0.2,              3.1733,                   0,             0.01285,             0.64404,             0.43883,                   0,              0.0798,             0.31976,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6982
             0.67433,             0.54338,             0.54979,               0.295,            0.060472,             0.10339,            0.012989,             0.01112,             0.01013,             0.95855,             0.00052,              4.4447,             0.87923,             0.09345,             0.04688,             0.46084,             0.98522,             0.99662,              1.4063,                 0.2,              3.9846,                   0,             0.01285,             0.63693,             0.43658,                   0,             0.07922,             0.38783,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3742
             0.60951,             0.48525,             0.51007,              0.2323,            0.063792,            0.095884,            0.016332,             0.01143,                0.01,             0.96438,              0.0005,              4.4357,             0.84996,             0.09187,              0.0464,             0.46064,             0.97517,              1.1147,               1.352,                 0.2,              3.9846,                   0,             0.01259,             0.61073,             0.44214,                   0,             0.08223,             0.38783,                   0,                   0,                   0,                 0.5,             0.98706,                   0,                   0,              3.8554
             0.63316,              0.5405,             0.54237,             0.27653,            0.057315,            0.087383,            0.015182,             0.01098,                0.01,             0.96343,             0.00053,              4.4357,             0.82481,             0.09743,             0.04415,              0.4522,             0.94409,              1.0085,              1.3368,                 0.2,              3.9388,                   0,             0.01264,             0.63933,             0.46282,                   0,             0.07975,             0.38909,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.516
             0.66589,             0.53027,             0.55621,             0.29406,            0.061597,             0.10019,            0.012014,             0.01103,                0.01,             0.96195,             0.00052,              4.3675,             0.87923,             0.09527,             0.04804,             0.46239,             0.92761,             0.97705,              1.3866,                 0.2,              4.0351,                   0,             0.01231,             0.63289,             0.43679,                   0,             0.08332,             0.41163,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3566
             0.69264,             0.51005,             0.54216,             0.28661,             0.04942,             0.10622,            0.015339,             0.01043,             0.01127,             0.95855,             0.00048,              4.4357,             0.90521,             0.07705,             0.03609,             0.51648,               1.012,              1.0136,              1.4264,                 0.2,              4.5234,                   0,             0.01307,              0.6912,             0.44149,                   0,             0.08401,             0.37131,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0398
             0.69577,             0.56409,             0.57254,             0.29609,            0.055985,             0.11307,            0.013085,             0.01129,                0.01,             0.96146,             0.00058,              4.3025,             0.92679,             0.09187,             0.04736,             0.48198,              1.0243,             0.97648,              1.5172,                 0.2,               4.272,                   0,             0.01223,             0.66676,              0.3614,                   0,             0.08757,             0.38783,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1519
              0.6704,             0.53954,             0.54395,             0.29185,            0.060324,            0.097792,            0.013069,             0.01079,                0.01,             0.96173,             0.00052,              4.4028,             0.87923,             0.09346,             0.04701,             0.46359,             0.96946,             0.97299,              1.4022,                 0.2,              3.9396,                   0,             0.01302,             0.64964,             0.43984,                   0,              0.0795,              0.3862,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3885
             0.61644,             0.49698,             0.50467,             0.24554,            0.065298,            0.081489,              0.0167,             0.01165,                0.01,             0.95855,             0.00053,               4.398,             0.87408,             0.08728,             0.04736,              0.4715,             0.97492,             0.91559,              1.4595,                 0.2,              3.8669,                   0,             0.01196,             0.64404,             0.43457,                   0,             0.07907,             0.38618,                   0,                   0,                   0,                 0.5,             0.96946,                   0,                   0,              3.5762
             0.63534,             0.53851,             0.54147,             0.28448,            0.044025,            0.098775,            0.017108,             0.01253,                0.01,             0.95678,             0.00058,              4.4357,             0.87923,              0.1077,             0.03267,             0.53524,             0.96052,             0.86768,              1.5658,                 0.2,              4.6745,                   0,             0.01219,             0.68236,             0.43883,                   0,             0.09336,             0.46582,                   0,                   0,                   0,                 0.5,             0.61363,                   0,                   0,              3.3566
             0.62778,             0.52083,             0.52267,             0.25188,            0.063587,             0.10981,            0.015809,             0.00939,                0.01,                0.98,             0.00062,              4.4357,             0.87923,             0.09176,             0.04513,             0.46374,             0.90256,              1.1545,              1.4201,                 0.2,              4.6553,                   0,             0.01285,             0.64404,             0.39712,                   0,             0.07882,              0.3412,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.1385
             0.68049,             0.54172,             0.55791,             0.29578,            0.061481,             0.10069,            0.013183,             0.01104,             0.01007,              0.9611,             0.00053,              4.4357,             0.88772,             0.09338,             0.04756,             0.45885,             0.97343,             0.97648,               1.409,                 0.2,              3.9682,                   0,             0.01293,             0.64404,             0.43236,                   0,             0.07913,             0.38848,                   0,                   0,                   0,                 0.5,             0.99407,                   0,                   0,              3.3716
             0.59843,             0.59228,             0.56467,             0.28042,            0.059953,             0.12623,            0.016533,              0.0114,              0.0107,             0.95855,             0.00053,              4.5569,             0.84069,             0.08007,             0.04894,             0.57477,             0.97517,              1.0369,              1.6085,                 0.2,              4.0586,                   0,             0.01285,             0.71211,             0.43883,                   0,             0.08048,             0.38331,                   0,                   0,                   0,                 0.5,              0.9658,                   0,                   0,              3.2979
             0.67301,              0.5314,             0.54274,              0.2848,            0.059378,            0.094892,             0.01343,             0.01111,                0.01,             0.94126,             0.00047,              4.4357,             0.84411,             0.09547,             0.04422,             0.46064,             0.94629,             0.96976,              1.3559,                 0.2,              3.9846,                   0,             0.01342,             0.64404,             0.40869,                   0,             0.07767,             0.39257,                   0,                   0,                   0,                 0.5,             0.99327,                   0,                   0,              3.1837
